state,time,net,age,sex
MD,6054,5611,38,M
MD,6072,5569,38,M
DC,6079,5890,38,M
VA,6086,5702,38,M
MD,6111,5877,38,M
VA,6125,5733,38,M
VA,6131,6131,38,M
VA,6154,5978,38,M
DC,6190,5882,38,M
VA,6215,5877,38,M
VA,6232,6055,38,M
VA,6285,5841,38,M
MO,6293,6001,38,M
NY,6302,5947,38,M
VA,6309,5906,38,M
VA,6311,5901,38,M
VA,6403,6092,38,M
MA,6428,6238,38,M
VA,6458,6078,38,M
MD,6500,6004,38,M
VA,6545,6231,38,M
MD,6654,6654,38,M
MD,6669,6669,38,M
VA,6683,6199,38,M
VA,6690,6232,38,M
VA,6782,6680,38,M
MD,6838,6367,38,M
VA,6887,6520,38,M
VA,6928,6470,38,M
VA,6970,6479,38,M
VA,7069,6706,38,M
VA,7071,7071,38,M
VA,7176,6839,38,M
VA,7267,7106,38,M
MD,7270,6920,38,M
VA,7289,6784,38,M
VA,7433,7205,38,M
VA,7462,7462,38,M
NY,7772,7772,38,M
VA,7960,7455,38,M
MD,3416,3415,39,M
MD,3597,3596,39,M
MD,3623,3614,39,M
DC,3647,3645,39,M
MD,3759,3749,39,M
MD,3815,3803,39,M
DC,3822,3818,39,M
VA,3854,3845,39,M
NY,3861,3852,39,M
VA,3931,3931,39,M
VA,3952,3941,39,M
CO,3952,3952,39,M
VA,3970,3967,39,M
VA,4003,3995,39,M
DC,4063,4050,39,M
DC,4066,3965,39,M
DC,4080,4072,39,M
VA,4117,4095,39,M
VA,4144,4064,39,M
DC,4164,4131,39,M
MD,4183,4171,39,M
MD,4200,4160,39,M
VA,4300,4242,39,M
MD,4332,4308,39,M
VA,4389,4341,39,M
VA,4416,4249,39,M
DC,4470,4441,39,M
VA,4486,4444,39,M
DC,4526,4486,39,M
MD,4549,4538,39,M
NJ,4598,4445,39,M
VA,4616,4318,39,M
DC,4659,4549,39,M
VA,4669,4555,39,M
VA,4703,4627,39,M
MD,4711,4602,39,M
FL,4714,4473,39,M
MD,4736,4647,39,M
VA,4778,4613,39,M
VA,4818,4500,39,M
VA,4837,4659,39,M
DC,4838,4762,39,M
MD,4842,4684,39,M
MD,4890,4827,39,M
VA,4897,4510,39,M
PA,4899,4836,39,M
VA,4902,4888,39,M
VA,4903,4736,39,M
MD,4935,4756,39,M
VA,4941,4847,39,M
MD,4960,4904,39,M
VA,5023,4901,39,M
VA,5060,4927,39,M
MD,5075,4982,39,M
MD,5083,4897,39,M
DC,5090,4884,39,M
VA,5104,4817,39,M
MD,5107,5052,39,M
MD,5158,4889,39,M
MD,5190,5043,39,M
DC,5190,5117,39,M
MD,5225,5081,39,M
MD,5229,5229,39,M
MD,5237,4959,39,M
MD,5238,4991,39,M
VA,5249,5249,39,M
CA,5263,4989,39,M
DC,5265,5222,39,M
MD,5271,5174,39,M
VA,5271,4911,39,M
MD,5299,5299,39,M
VA,5336,5156,39,M
MD,5338,5111,39,M
MD,5342,5282,39,M
DC,5368,5020,39,M
VA,5371,5314,39,M
VA,5385,5302,39,M
VA,5389,5243,39,M
RI,5410,5006,39,M
VA,5411,5313,39,M
VA,5431,5273,39,M
DC,5447,5339,39,M
DC,5498,5289,39,M
DC,5531,5531,39,M
VA,5538,5357,39,M
MD,5544,5220,39,M
VA,5591,5438,39,M
MD,5595,5295,39,M
VA,5599,5484,39,M
VA,5609,5279,39,M
VA,5619,5109,39,M
VA,5624,5517,39,M
DC,5631,5325,39,M
VA,5634,5192,39,M
VA,5650,5650,39,M
VA,5666,5521,39,M
DE,5691,5605,39,M
VA,5703,5552,39,M
MD,5707,5414,39,M
VA,5797,5514,39,M
VA,5799,5482,39,M
MD,5819,5400,39,M
VA,5864,5494,39,M
NY,5880,5810,39,M
VA,5977,5573,39,M
MD,5978,5663,39,M
MD,6009,5711,39,M
VA,6012,5712,39,M
MD,6016,5574,39,M
MD,6023,6023,39,M
VA,6055,6055,39,M
MD,6080,5959,39,M
MD,6113,5730,39,M
MD,6179,6179,39,M
VA,6219,5736,39,M
MD,6224,5970,39,M
MD,6232,5819,39,M
MD,6276,6029,39,M
MD,6294,6260,39,M
VA,6294,6294,39,M
OR,6296,5916,39,M
IA,6301,5827,39,M
NJ,6390,6281,39,M
PA,6399,6083,39,M
VA,6422,6304,39,M
MD,6440,6225,39,M
MD,6471,6277,39,M
MD,6562,6382,39,M
VA,6563,6563,39,M
PA,6632,6322,39,M
GA,6664,6203,39,M
VA,6896,6590,39,M
NJ,6911,6658,39,M
VA,7038,6712,39,M
IN,7109,6883,39,M
NJ,7129,6783,39,M
VA,7334,7072,39,M
VA,7463,7100,39,M
MD,7823,7723,39,M
VA,7915,7550,39,M
MD,8062,8062,39,M
DC,8163,7758,39,M
MD,3369,3369,40,M
MD,3394,3394,40,M
DC,3458,3455,40,M
MD,3677,3677,40,M
MD,3742,3739,40,M
MD,3745,3736,40,M
MD,3923,3916,40,M
MD,4042,4028,40,M
VA,4061,4055,40,M
VA,4097,4086,40,M
VA,4180,4147,40,M
VA,4247,4223,40,M
MD,4273,4246,40,M
MD,4298,4290,40,M
VA,4301,4263,40,M
OH,4317,4302,40,M
DC,4407,4332,40,M
MD,4413,4374,40,M
VA,4436,4393,40,M
DC,4491,4281,40,M
VA,4592,4515,40,M
MD,4600,4561,40,M
MD,4624,4438,40,M
VA,4659,4635,40,M
VA,4671,4585,40,M
MD,4692,4580,40,M
MD,4723,4615,40,M
VA,4724,4702,40,M
VA,4730,4439,40,M
VA,4744,4693,40,M
DC,4758,4572,40,M
VA,4780,4780,40,M
VA,4821,4443,40,M
PA,4843,4727,40,M
VA,4879,4844,40,M
VA,4904,4554,40,M
VA,4924,4869,40,M
VA,4932,4789,40,M
VA,4933,4933,40,M
VA,4939,4939,40,M
VA,4950,4507,40,M
VA,4988,4988,40,M
VA,5029,4657,40,M
MD,5066,4739,40,M
VA,5123,4777,40,M
VA,5155,4993,40,M
DC,5159,5060,40,M
NC,5192,5018,40,M
MD,5197,5132,40,M
VA,5223,4772,40,M
DC,5269,4955,40,M
VA,5307,5201,40,M
VA,5348,5223,40,M
MD,5387,5247,40,M
DC,5399,5284,40,M
VA,5408,5038,40,M
MD,5479,5406,40,M
VA,5492,5116,40,M
PA,5511,5511,40,M
MD,5513,5485,40,M
MD,5525,4847,40,M
CT,5554,5554,40,M
VA,5561,5360,40,M
DC,5565,5519,40,M
MD,5714,5292,40,M
MD,5720,5382,40,M
MD,5733,5543,40,M
KY,5744,5471,40,M
VA,5793,5531,40,M
MD,5800,5480,40,M
VA,5808,5476,40,M
NC,5885,5543,40,M
VA,5932,5777,40,M
MD,5949,5739,40,M
NJ,5964,5613,40,M
VA,5967,5834,40,M
VA,5978,5857,40,M
NY,6039,6039,40,M
PA,6058,5823,40,M
MD,6073,5573,40,M
VA,6075,5854,40,M
CO,6101,5683,40,M
DE,6135,5899,40,M
VA,6162,5878,40,M
VA,6217,5794,40,M
VA,6278,5974,40,M
VA,6286,6006,40,M
VA,6287,6087,40,M
VA,6309,6066,40,M
DC,6383,5967,40,M
MD,6438,6438,40,M
VA,6457,6087,40,M
VA,6568,6089,40,M
DC,6579,6579,40,M
VA,6745,6503,40,M
DC,6749,6273,40,M
MD,6798,6488,40,M
VA,6933,6593,40,M
OH,6944,6672,40,M
DC,7056,6651,40,M
VA,7063,6960,40,M
VA,7083,7083,40,M
VA,7086,6792,40,M
VA,7112,6830,40,M
MD,7123,6872,40,M
VA,7177,6842,40,M
VA,7255,7027,40,M
VA,7363,7101,40,M
VA,7364,7102,40,M
MD,7390,6887,40,M
VA,7475,7064,40,M
DC,7656,7177,40,M
VA,8408,8090,40,M
VA,3572,3569,41,M
VA,3680,3674,41,M
NY,3736,3736,41,M
VA,3779,3779,41,M
NY,3849,3838,41,M
VA,3853,3846,41,M
MD,3873,3864,41,M
MN,3972,3960,41,M
MD,4001,4001,41,M
DC,4089,4060,41,M
MD,4130,4113,41,M
MD,4143,4143,41,M
MD,4167,4154,41,M
VA,4213,4186,41,M
MD,4275,4257,41,M
VA,4283,4257,41,M
DC,4317,4286,41,M
VA,4332,4260,41,M
VA,4354,4326,41,M
VA,4362,4265,41,M
VA,4398,4374,41,M
VA,4406,4372,41,M
MD,4556,4344,41,M
VA,4563,4323,41,M
VA,4573,4531,41,M
VA,4579,4529,41,M
MD,4605,4576,41,M
MD,4624,4584,41,M
MD,4627,4415,41,M
MD,4648,4574,41,M
VA,4658,4640,41,M
VA,4679,4679,41,M
VA,4690,4422,41,M
MD,4699,4640,41,M
VA,4703,4409,41,M
VA,4710,4653,41,M
MD,4715,4677,41,M
VA,4716,4658,41,M
VA,4717,4516,41,M
VA,4727,4617,41,M
MD,4741,4702,41,M
DC,4757,4719,41,M
DC,4791,4724,41,M
DC,4807,4751,41,M
MD,4808,4753,41,M
VA,4867,4867,41,M
MD,4890,4831,41,M
CT,4928,4840,41,M
VA,4977,4863,41,M
MD,4993,4813,41,M
VA,5001,4927,41,M
VA,5012,4841,41,M
MD,5016,4963,41,M
VA,5017,4653,41,M
DC,5059,4575,41,M
VA,5098,4812,41,M
VA,5127,5035,41,M
PA,5139,5139,41,M
MD,5157,4763,41,M
VA,5167,5059,41,M
MD,5175,4920,41,M
MD,5179,4944,41,M
DC,5180,4987,41,M
DC,5180,4987,41,M
VA,5210,4966,41,M
VA,5215,4996,41,M
VA,5217,5021,41,M
MD,5232,5066,41,M
VA,5235,5017,41,M
DC,5248,5225,41,M
VA,5263,4858,41,M
MD,5273,4836,41,M
VA,5283,5170,41,M
VA,5286,5174,41,M
PA,5298,5231,41,M
DC,5310,5102,41,M
VA,5312,4869,41,M
VA,5316,5316,41,M
VA,5343,5257,41,M
MD,5346,5085,41,M
MD,5351,5252,41,M
VA,5388,5001,41,M
DC,5390,5220,41,M
DC,5410,5124,41,M
DC,5432,5432,41,M
VA,5485,5382,41,M
VA,5499,5211,41,M
MD,5552,5079,41,M
VA,5573,5279,41,M
FL,5578,5266,41,M
VA,5579,5344,41,M
CT,5583,5454,41,M
VA,5605,5408,41,M
VA,5615,5198,41,M
VA,5616,5160,41,M
DC,5626,5260,41,M
DC,5649,5305,41,M
VA,5664,5175,41,M
MD,5691,5304,41,M
VA,5740,5584,41,M
VA,5754,5754,41,M
VA,5780,5365,41,M
VA,5798,5395,41,M
VA,5799,5599,41,M
VA,5807,5511,41,M
DC,5826,5537,41,M
CT,5872,5624,41,M
VA,5928,5764,41,M
MD,5934,5934,41,M
VA,6010,5588,41,M
MD,6019,5769,41,M
VA,6061,5729,41,M
VA,6064,6064,41,M
VA,6068,5846,41,M
MD,6071,5575,41,M
MD,6080,5776,41,M
VA,6097,5691,41,M
VA,6100,5719,41,M
MD,6122,5633,41,M
MD,6124,5743,41,M
VA,6145,5794,41,M
VA,6150,5865,41,M
MD,6162,5939,41,M
VA,6166,6009,41,M
MD,6173,5810,41,M
PA,6184,5815,41,M
MD,6185,5748,41,M
VA,6269,6057,41,M
MD,6299,5915,41,M
NY,6356,6356,41,M
VA,6378,6041,41,M
DC,6416,5816,41,M
MD,6421,6319,41,M
VA,6495,6033,41,M
VA,6526,6050,41,M
DC,6707,6707,41,M
VA,6759,6305,41,M
VA,7061,6570,41,M
MD,7090,6842,41,M
ME,7201,6859,41,M
VA,7413,6932,41,M
VA,7427,7215,41,M
VA,7494,7202,41,M
MD,7894,7467,41,M
MD,8028,8028,41,M
VA,8125,7639,41,M
MD,8443,8312,41,M
MD,8623,8623,41,M
VA,3565,3564,42,M
MD,3648,3643,42,M
VA,3894,3884,42,M
VA,3977,3962,42,M
VA,4020,3997,42,M
MD,4099,4086,42,M
FL,4115,4085,42,M
VA,4158,4144,42,M
VA,4178,4155,42,M
GA,4196,4194,42,M
MD,4254,4180,42,M
VA,4257,4248,42,M
VA,4261,4232,42,M
VA,4303,4297,42,M
VA,4329,4314,42,M
MD,4352,4341,42,M
DC,4360,4337,42,M
VA,4387,4367,42,M
VA,4392,4366,42,M
VA,4401,4363,42,M
VA,4440,4355,42,M
VA,4452,4452,42,M
MD,4487,4423,42,M
PA,4556,4549,42,M
MD,4563,4529,42,M
MD,4580,4545,42,M
MD,4588,4405,42,M
VA,4600,4539,42,M
NC,4623,4588,42,M
VA,4632,4603,42,M
MD,4672,4672,42,M
DC,4716,4441,42,M
VA,4769,4769,42,M
MD,4772,4743,42,M
NJ,4793,4617,42,M
VA,4810,4800,42,M
VA,4847,4679,42,M
MD,4851,4721,42,M
MD,4857,4800,42,M
VA,4887,4461,42,M
MD,4890,4890,42,M
NJ,4897,4748,42,M
MD,4921,4764,42,M
MD,4939,4939,42,M
MD,4943,4900,42,M
VA,4950,4867,42,M
VA,4966,4772,42,M
VA,5003,4581,42,M
VA,5032,5032,42,M
VA,5060,4938,42,M
MD,5066,5007,42,M
VA,5108,5004,42,M
VA,5115,5092,42,M
MD,5172,5172,42,M
MD,5183,5049,42,M
VA,5193,4974,42,M
MD,5217,5075,42,M
VA,5227,4839,42,M
VA,5252,4996,42,M
VA,5305,5204,42,M
VA,5306,5306,42,M
MD,5335,5201,42,M
MD,5346,5144,42,M
VA,5356,5290,42,M
MD,5378,5324,42,M
VA,5393,5212,42,M
VA,5395,5321,42,M
NJ,5418,5302,42,M
VA,5468,4978,42,M
VA,5479,4997,42,M
VA,5531,5531,42,M
MD,5549,5187,42,M
VA,5558,5486,42,M
VA,5559,5159,42,M
VA,5580,5310,42,M
MD,5587,5587,42,M
VA,5593,5134,42,M
OH,5600,5411,42,M
GA,5652,5346,42,M
VA,5670,5247,42,M
VA,5695,5372,42,M
VA,5730,5633,42,M
MD,5735,5353,42,M
MD,5738,5357,42,M
MD,5739,5589,42,M
MD,5771,5283,42,M
VA,5783,5355,42,M
VA,5850,5711,42,M
DC,5891,5550,42,M
DC,5910,5842,42,M
DC,5911,5698,42,M
DC,5935,5631,42,M
MD,5949,5323,42,M
MD,5977,5677,42,M
MD,5980,5514,42,M
DC,6003,5818,42,M
PA,6019,5653,42,M
VA,6021,5361,42,M
VA,6030,5909,42,M
IN,6041,6041,42,M
MD,6047,5397,42,M
VA,6079,5958,42,M
MD,6114,5738,42,M
NY,6120,5674,42,M
VA,6150,5865,42,M
MD,6169,5876,42,M
VA,6169,5915,42,M
VA,6178,6178,42,M
VA,6199,5726,42,M
VA,6201,5933,42,M
PA,6220,5938,42,M
DC,6237,5763,42,M
MD,6266,5983,42,M
MD,6313,5876,42,M
VA,6332,5885,42,M
VA,6333,6128,42,M
VA,6335,5940,42,M
MD,6345,6163,42,M
VA,6485,6485,42,M
VA,6518,6049,42,M
NC,6632,6365,42,M
VA,6672,6672,42,M
MD,6699,6409,42,M
VA,6718,6533,42,M
DC,6755,6685,42,M
VA,6757,6377,42,M
MD,6776,6478,42,M
NJ,6913,6658,42,M
MD,7034,6592,42,M
MD,7049,6603,42,M
VA,7202,7019,42,M
VA,7810,7614,42,M
MD,9227,8745,42,M
EN,3253,3251,43,M
MD,3462,3457,43,M
VA,3552,3551,43,M
MD,3629,3625,43,M
MA,3629,3629,43,M
NY,3691,3690,43,M
MD,3694,3691,43,M
VA,3863,3854,43,M
MD,3976,3954,43,M
MD,4062,4035,43,M
MD,4132,4114,43,M
MD,4161,4122,43,M
MD,4233,4226,43,M
WA,4243,4230,43,M
VA,4314,4294,43,M
DC,4324,4244,43,M
PA,4354,4330,43,M
PA,4409,4397,43,M
PA,4432,4366,43,M
VA,4460,4426,43,M
MD,4462,4445,43,M
VA,4565,4475,43,M
PA,4612,4396,43,M
VA,4625,4604,43,M
VA,4695,4616,43,M
PA,4701,4652,43,M
MD,4720,4391,43,M
VA,4727,4635,43,M
VA,4742,4684,43,M
VA,4754,4327,43,M
MD,4857,4785,43,M
MD,4857,4793,43,M
VA,4863,4790,43,M
VA,4873,4777,43,M
VA,4877,4509,43,M
MD,4905,4580,43,M
MD,4929,4732,43,M
VA,4958,4692,43,M
VA,4960,4906,43,M
VA,4971,4685,43,M
VA,5021,4975,43,M
OH,5021,4843,43,M
MD,5088,5071,43,M
MD,5098,4934,43,M
MD,5116,5066,43,M
MD,5131,5041,43,M
VA,5167,5060,43,M
VA,5185,4853,43,M
DC,5202,5039,43,M
VA,5210,4929,43,M
VA,5222,4954,43,M
VA,5234,4900,43,M
MD,5245,5127,43,M
MD,5248,5161,43,M
MD,5256,5026,43,M
VA,5260,5052,43,M
VA,5293,5127,43,M
VA,5335,5231,43,M
MD,5357,5290,43,M
VA,5394,5105,43,M
VA,5401,5246,43,M
MD,5426,5336,43,M
MD,5426,5200,43,M
MD,5433,5233,43,M
VA,5458,5166,43,M
VA,5470,5364,43,M
MD,5473,5473,43,M
VA,5504,5023,43,M
VA,5512,5439,43,M
MD,5522,5144,43,M
VA,5533,5322,43,M
VA,5534,5357,43,M
MD,5539,5173,43,M
VA,5541,5165,43,M
DC,5543,5425,43,M
VA,5546,5368,43,M
VA,5567,5410,43,M
VA,5579,5201,43,M
VA,5589,5372,43,M
VA,5609,5236,43,M
VA,5613,5322,43,M
VA,5614,5314,43,M
MD,5643,5611,43,M
DC,5659,5470,43,M
MD,5688,5581,43,M
MD,5706,5527,43,M
VA,5739,5416,43,M
NY,5777,5707,43,M
MD,5782,5674,43,M
MD,5793,5580,43,M
VA,5804,5566,43,M
MD,5808,5403,43,M
VA,5858,5858,43,M
MD,5869,5579,43,M
MD,5869,5539,43,M
MD,5878,5653,43,M
MD,5908,5508,43,M
VA,5915,5504,43,M
VA,5923,5446,43,M
MD,5979,5947,43,M
MD,5997,5708,43,M
VA,6067,5591,43,M
MD,6072,5676,43,M
VA,6146,5794,43,M
MD,6228,5798,43,M
MD,6233,6079,43,M
VA,6281,5784,43,M
VA,6310,5907,43,M
MD,6332,5938,43,M
VA,6382,6261,43,M
DC,6536,6387,43,M
VA,6546,6369,43,M
MD,6713,6578,43,M
VA,6809,6573,43,M
VA,6814,6358,43,M
VA,6843,6372,43,M
VA,6848,6418,43,M
IL,6912,6780,43,M
VA,6920,6568,43,M
VA,6964,6531,43,M
MD,7275,6970,43,M
DC,7372,6952,43,M
MD,7390,7037,43,M
MD,7505,7073,43,M
IL,7659,7312,43,M
VA,7939,7833,43,M
VA,8319,7887,43,M
ME,3427,3427,44,M
PA,3451,3450,44,M
VA,3527,3526,44,M
MD,3545,3545,44,M
NY,3647,3642,44,M
VA,3649,3645,44,M
VA,3770,3766,44,M
VA,3793,3783,44,M
MD,3796,3785,44,M
VA,3815,3813,44,M
MD,3843,3843,44,M
WV,3970,3964,44,M
VA,3978,3963,44,M
VA,4009,3997,44,M
VA,4039,4039,44,M
MD,4142,4118,44,M
WI,4151,4151,44,M
MD,4203,4203,44,M
VA,4229,4193,44,M
DC,4282,4244,44,M
VA,4358,4272,44,M
MD,4406,4381,44,M
VA,4426,4375,44,M
VA,4431,4401,44,M
GE,4456,4401,44,M
MD,4457,4432,44,M
DC,4457,4394,44,M
VA,4469,4469,44,M
VA,4503,4474,44,M
VA,4507,4398,44,M
MD,4539,4512,44,M
DC,4637,4601,44,M
PA,4650,4605,44,M
MD,4653,4640,44,M
VA,4654,4604,44,M
VA,4676,4676,44,M
VA,4691,4488,44,M
IL,4701,4701,44,M
MD,4704,4655,44,M
VA,4712,4696,44,M
MD,4736,4667,44,M
MD,4750,4709,44,M
PA,4755,4725,44,M
VA,4784,4761,44,M
VA,4793,4793,44,M
VA,4831,4787,44,M
VA,4831,4802,44,M
VA,4833,4773,44,M
VA,4850,4679,44,M
MD,4864,4837,44,M
MD,4866,4835,44,M
MD,4926,4754,44,M
VA,4949,4630,44,M
DC,4957,4755,44,M
PA,5031,4654,44,M
MD,5111,5034,44,M
VA,5133,4938,44,M
WV,5193,5118,44,M
VA,5295,5190,44,M
VA,5298,5298,44,M
DC,5349,5019,44,M
VA,5354,5256,44,M
MD,5397,5090,44,M
VA,5419,5369,44,M
MD,5422,5278,44,M
VA,5431,5067,44,M
PA,5489,5027,44,M
VA,5515,5290,44,M
MD,5540,5087,44,M
MD,5561,5178,44,M
DC,5572,5487,44,M
VA,5596,5341,44,M
MD,5606,5372,44,M
MD,5622,5545,44,M
DC,5674,5240,44,M
VA,5700,5700,44,M
MD,5713,5350,44,M
VA,5746,5507,44,M
VA,5786,5468,44,M
VA,5908,5536,44,M
OH,5922,5529,44,M
MD,5933,5767,44,M
MD,5977,5555,44,M
PA,5995,5841,44,M
VA,6025,5848,44,M
VA,6083,6012,44,M
VA,6101,5636,44,M
VA,6164,6008,44,M
MD,6283,6283,44,M
MD,6298,6004,44,M
VA,6321,5909,44,M
VA,6371,5879,44,M
DC,6374,5973,44,M
MD,6382,6261,44,M
MD,6474,5824,44,M
MD,6487,6107,44,M
MD,6581,6581,44,M
VA,6614,6614,44,M
VA,6684,6425,44,M
DC,6736,6354,44,M
MD,6755,6576,44,M
MD,6793,6304,44,M
VA,7017,6904,44,M
Uhwiesen,7046,7046,44,M
VA,7551,7143,44,M
VA,7592,7307,44,M
VA,7906,7501,44,M
VA,3826,3825,45,M
PA,3967,3955,45,M
VA,3972,3972,45,M
MD,3973,3961,45,M
VA,4023,4018,45,M
VA,4040,4026,45,M
MD,4050,4037,45,M
VA,4054,4038,45,M
MD,4174,4162,45,M
VA,4178,4133,45,M
DC,4200,4145,45,M
NY,4207,4195,45,M
DC,4258,4241,45,M
NY,4265,4253,45,M
VA,4301,4286,45,M
VA,4302,4302,45,M
MD,4303,4291,45,M
VA,4305,4281,45,M
DC,4309,4288,45,M
DC,4339,4315,45,M
VA,4421,4396,45,M
PA,4487,4487,45,M
VA,4502,4477,45,M
VA,4517,4495,45,M
VA,4521,4488,45,M
CT,4548,4472,45,M
MD,4551,4551,45,M
VA,4569,4569,45,M
VA,4593,4593,45,M
MD,4638,4614,45,M
VA,4664,4622,45,M
MD,4720,4678,45,M
VA,4770,4727,45,M
VA,4784,4700,45,M
DC,4886,4851,45,M
VA,4896,4576,45,M
MD,4923,4842,45,M
VA,4931,4828,45,M
NC,4972,4901,45,M
MD,4979,4890,45,M
MD,4999,4963,45,M
MD,5057,4978,45,M
VA,5081,5042,45,M
MD,5082,5027,45,M
VA,5098,5042,45,M
VA,5116,5047,45,M
VA,5142,4860,45,M
NH,5143,5026,45,M
VA,5207,5045,45,M
VA,5217,5078,45,M
VA,5219,4991,45,M
VA,5239,5024,45,M
VA,5250,5162,45,M
VA,5258,5209,45,M
MD,5272,5179,45,M
VA,5286,5174,45,M
VA,5302,5209,45,M
MD,5310,5099,45,M
VA,5320,4876,45,M
DC,5325,4951,45,M
DC,5331,5120,45,M
WI,5336,5336,45,M
MD,5373,5175,45,M
MD,5379,5379,45,M
VA,5382,5382,45,M
DC,5390,4919,45,M
MD,5399,5073,45,M
VA,5465,5151,45,M
MD,5484,5362,45,M
MD,5496,5315,45,M
MD,5508,5176,45,M
MD,5515,5300,45,M
DC,5582,5582,45,M
NJ,5611,5390,45,M
VA,5612,5504,45,M
MD,5643,5440,45,M
VA,5659,5252,45,M
VA,5675,5580,45,M
VA,5678,5337,45,M
VA,5687,5220,45,M
VA,5795,5455,45,M
VA,5796,5393,45,M
MD,5825,5825,45,M
VA,5829,5713,45,M
VA,5851,5644,45,M
VA,5921,5516,45,M
VA,5923,5443,45,M
MD,5930,5653,45,M
VA,5942,5630,45,M
VA,5961,5507,45,M
VA,5964,5731,45,M
MD,5993,5932,45,M
MD,5997,5853,45,M
MD,6015,5742,45,M
MD,6082,6028,45,M
WI,6084,5820,45,M
DC,6092,5833,45,M
MD,6104,5713,45,M
VA,6116,5769,45,M
VA,6117,6117,45,M
VA,6127,5890,45,M
VA,6166,6035,45,M
VA,6241,5767,45,M
MN,6299,5961,45,M
MD,6357,6002,45,M
VA,6370,6071,45,M
VA,6373,6117,45,M
VA,6396,6166,45,M
VA,6417,6417,45,M
VA,6481,6034,45,M
VA,6485,6002,45,M
IL,6531,6234,45,M
MD,6577,6201,45,M
VA,6581,6134,45,M
NY,6588,6126,45,M
NJ,6596,6113,45,M
VA,6623,6206,45,M
IL,6634,6518,45,M
VA,6656,6325,45,M
VA,6728,6343,45,M
VA,6853,6470,45,M
VA,6941,6480,45,M
MD,6986,6614,45,M
VA,8195,7694,45,M
NY,3432,3432,46,M
MD,3560,3557,46,M
DC,3685,3685,46,M
VA,3942,3922,46,M
NC,3999,3989,46,M
VA,4088,4071,46,M
VA,4088,4086,46,M
MD,4096,4084,46,M
CA,4098,3978,46,M
MD,4102,4095,46,M
VA,4106,4073,46,M
VA,4115,4065,46,M
MD,4159,4150,46,M
NC,4159,4151,46,M
VA,4162,4162,46,M
VA,4237,4219,46,M
VA,4250,4243,46,M
WV,4299,4287,46,M
PA,4333,4317,46,M
VA,4402,4290,46,M
DC,4404,4363,46,M
VA,4484,4453,46,M
MD,4485,4418,46,M
VA,4492,4427,46,M
CA,4499,4499,46,M
VA,4585,4570,46,M
MD,4602,4575,46,M
MD,4695,4631,46,M
MD,4730,4697,46,M
MD,4731,4619,46,M
VA,4747,4660,46,M
MD,4755,4712,46,M
OH,4789,4743,46,M
VA,4789,4789,46,M
VA,4859,4763,46,M
MD,4884,4829,46,M
DC,4885,4856,46,M
MD,4910,4691,46,M
NC,4921,4831,46,M
MD,4973,4724,46,M
VA,4998,4940,46,M
VA,5022,4822,46,M
VA,5076,4954,46,M
VA,5088,5034,46,M
MD,5096,5022,46,M
VA,5188,5071,46,M
MD,5197,4993,46,M
VA,5219,4813,46,M
VA,5241,5241,46,M
MD,5271,5181,46,M
MD,5275,5227,46,M
VA,5387,5171,46,M
VA,5388,4957,46,M
VA,5393,5188,46,M
VA,5413,5273,46,M
MA,5421,5085,46,M
MD,5423,5359,46,M
MD,5423,5219,46,M
MD,5464,4995,46,M
VA,5468,5089,46,M
MD,5515,5276,46,M
VA,5539,5215,46,M
MD,5549,5316,46,M
MD,5580,5356,46,M
VA,5616,5453,46,M
VA,5648,5285,46,M
VA,5652,5530,46,M
VA,5737,5578,46,M
VA,5767,5563,46,M
VA,5800,5340,46,M
NY,5854,5443,46,M
VA,5905,5715,46,M
MD,5938,5654,46,M
PA,5965,5652,46,M
CT,6013,5834,46,M
VA,6024,5876,46,M
MD,6044,6044,46,M
MD,6077,5633,46,M
MD,6117,5706,46,M
VA,6129,5929,46,M
VA,6145,5923,46,M
NJ,6168,5748,46,M
MD,6180,5700,46,M
VA,6263,5983,46,M
VA,6338,5885,46,M
NJ,6342,5894,46,M
MD,6346,6062,46,M
MD,6412,6182,46,M
DE,6523,6523,46,M
MD,6539,6503,46,M
MD,6551,6311,46,M
DC,6580,6141,46,M
VA,6599,6599,46,M
VA,6707,6266,46,M
PA,6748,6279,46,M
VA,6774,6363,46,M
MD,7012,7012,46,M
MD,7148,6724,46,M
NY,7196,6729,46,M
MD,7582,7520,46,M
DC,7659,7659,46,M
PA,8542,8429,46,M
VA,8951,8951,46,M
MD,3327,3327,47,M
VA,3368,3368,47,M
VA,3443,3441,47,M
DE,3665,3663,47,M
VA,3784,3775,47,M
MD,3829,3821,47,M
VA,3898,3889,47,M
NY,3927,3924,47,M
VA,4113,4089,47,M
NY,4140,4104,47,M
IL,4297,4281,47,M
DC,4320,4320,47,M
VA,4338,4323,47,M
VA,4367,4345,47,M
VA,4381,4373,47,M
MD,4476,4463,47,M
VA,4514,4452,47,M
VA,4548,4548,47,M
MD,4598,4391,47,M
VA,4606,4580,47,M
VA,4647,4617,47,M
MD,4656,4590,47,M
MD,4715,4621,47,M
VA,4726,4646,47,M
VA,4745,4703,47,M
VA,4814,4427,47,M
MD,4879,4552,47,M
PA,4915,4805,47,M
MD,4920,4875,47,M
VA,4945,4871,47,M
MD,4948,4918,47,M
MD,4975,4975,47,M
VA,4992,4897,47,M
VA,5019,4924,47,M
VA,5052,5035,47,M
VA,5064,4874,47,M
MD,5117,4862,47,M
