sessionID,dept,level,sem,enroll,iid
session3543,e,400,FA2004,14,inst424
session3544,p,100,FA2004,17,inst473
session3545,p,100,FA2004,15,inst511
session3546,p,200,FA2004,19,inst511
session3547,p,200,FA2004,20,inst353
session3549,t,300,FA2004,14,inst134
session3550,C,100,SP2005,31,inst141
session3551,C,100,SP2005,22,inst140
session3553,C,400,SP2005,19,inst141
session3554,C,300,SP2005,29,inst143
session3555,C,200,SP2005,11,inst144
session3557,D,100,SP2005,57,inst151
session3558,D,200,SP2005,16,inst157
session3559,D,200,SP2005,15,inst158
session3560,D,200,SP2005,12,inst159
session3561,D,200,SP2005,10,inst161
session3562,D,200,SP2005,14,inst162
session3563,D,200,SP2005,37,inst153
session3564,D,300,SP2005,11,inst157
session3565,D,400,SP2005,10,inst161
session3567,H,100,SP2005,21,inst208
session3570,H,200,SP2005,10,inst153
session3571,H,300,SP2005,20,inst210
session3572,M,100,SP2005,24,inst257
session3573,M,100,SP2005,23,inst263
session3578,M,300,SP2005,10,inst257
session3579,M,300,SP2005,26,inst258
session3580,M,300,SP2005,28,inst269
session3581,M,300,SP2005,33,inst266
session3582,M,400,SP2005,19,inst266
session3583,M,400,SP2005,19,inst263
session3584,M,400,SP2005,24,inst258
session3585,N,200,SP2005,14,inst276
session3586,N,200,SP2005,19,inst133
session3587,N,300,SP2005,14,inst275
session3588,O,100,SP2005,16,inst299
session3589,O,100,SP2005,18,inst303
session3590,O,100,SP2005,19,inst304
session3592,O,200,SP2005,10,inst288
session3593,O,200,SP2005,16,inst310
session3594,O,300,SP2005,18,inst313
session3595,O,300,SP2005,11,inst313
session3596,X,300,SP2005,13,inst315
session3597,O,300,SP2005,19,inst300
session3598,O,300,SP2005,11,inst316
session3599,O,300,SP2005,14,inst316
session3600,S,100,SP2005,18,inst338
session3601,S,100,SP2005,50,inst340
session3602,T,200,SP2005,10,inst344
session3603,T,300,SP2005,10,inst346
session3604,i,300,SP2005,11,inst344
session3605,W,200,SP2005,16,inst371
session3607,W,300,SP2005,10,inst370
session3608,W,300,SP2005,18,inst211
session3609,F,100,SP2005,24,inst178
session3610,F,100,SP2005,41,inst183
session3611,F,200,SP2005,60,inst180
session3612,F,300,SP2005,14,inst182
session3613,F,300,SP2005,12,inst192
session3614,F,300,SP2005,11,inst193
session3615,F,400,SP2005,30,inst182
session3616,G,100,SP2005,30,inst199
session3618,G,200,SP2005,21,inst196
session3619,G,300,SP2005,38,inst202
session3620,Q,100,SP2005,12,inst325
session3622,Q,200,SP2005,17,inst326
session3623,Q,400,SP2005,20,inst322
session3624,R,100,SP2005,34,inst318
session3625,R,200,SP2005,30,inst318
session3626,R,200,SP2005,35,inst330
session3627,R,300,SP2005,38,inst334
session3628,Y,200,SP2005,20,inst169
session3629,B,100,SP2005,23,inst129
session3629,d,100,SP2005,17,inst129
session3630,d,100,SP2005,44,inst410
session3631,d,100,SP2005,27,inst413
session3632,d,100,SP2005,34,inst417
session3633,d,100,SP2005,34,inst409
session3636,d,200,SP2005,13,inst420
session3637,d,200,SP2005,19,inst243
session3638,d,200,SP2005,18,inst415
session3639,d,300,SP2005,19,inst415
session3641,d,300,SP2005,17,inst409
session3642,d,400,SP2005,16,inst408
session3643,K,400,SP2005,19,inst243
session3643,d,400,SP2005,18,inst243
session3644,K,300,SP2005,18,inst239
session3645,j,100,SP2005,66,inst447
session3646,j,100,SP2005,71,inst447
session3647,j,200,SP2005,26,inst454
session3648,j,400,SP2005,10,inst448
session3649,j,400,SP2005,12,inst454
session3650,j,400,SP2005,11,inst453
session3653,s,100,SP2005,14,inst249
session3655,s,200,SP2005,16,inst246
session3656,s,200,SP2005,14,inst245
session3657,s,300,SP2005,11,inst532
session3658,E,100,FA2004,18,inst171
session3659,B,200,FA2004,20,inst128
session3660,B,100,FA2004,10,inst130
session3661,s,100,FA2004,22,inst245
session3662,s,100,FA2004,14,inst248
session3663,s,200,FA2004,14,inst244
session3664,s,300,FA2004,18,inst249
session3665,j,100,FA2004,69,inst449
session3666,j,200,FA2004,33,inst453
session3667,j,200,FA2004,22,inst241
session3668,j,400,FA2004,13,inst452
session3669,j,400,FA2004,14,inst453
session3670,X,300,SP2005,24,inst389
session3671,X,400,SP2005,13,inst386
session3672,W,200,SP2005,18,inst138
session3673,W,200,SP2005,14,inst369
session3674,W,100,SP2005,16,inst376
session3675,W,200,SP2005,21,inst369
session3676,W,200,SP2005,19,inst372
session3677,W,200,SP2005,24,inst211
session3680,i,100,SP2005,25,inst423
session3682,i,200,SP2005,11,inst400
session3683,k,100,SP2005,24,inst461
session3685,k,200,SP2005,21,inst468
session3686,k,200,SP2005,17,inst472
session3687,k,200,SP2005,23,inst440
session3688,k,200,SP2005,14,inst440
session3689,k,200,SP2005,24,inst467
session3690,k,200,SP2005,20,inst467
session3691,B,200,SP2005,16,inst125
session3692,i,300,SP2005,10,inst400
session3693,k,300,SP2005,13,inst399
session3694,W,100,FA2004,12,inst376
session3695,W,200,FA2004,17,inst370
session3696,W,200,FA2004,25,inst354
session3697,W,200,FA2004,25,inst138
session3698,m,100,SP2005,13,inst483
session3699,m,100,SP2005,29,inst485
session3700,m,100,SP2005,57,inst436
session3701,m,200,SP2005,23,inst486
session3703,m,200,SP2005,68,inst488
session3704,m,200,SP2005,10,inst483
session3705,m,300,SP2005,19,inst488
session3706,m,300,SP2005,15,inst495
session3707,m,400,SP2005,13,inst490
session3709,n,100,SP2005,13,inst132
session3710,n,200,SP2005,28,inst170
session3711,n,400,SP2005,11,inst170
session3712,o,100,SP2005,10,inst390
session3713,o,200,SP2005,14,inst352
session3714,b,100,FA2004,29,inst402
session3716,b,100,FA2004,20,inst401
session3717,C,200,FA2004,17,inst140
session3718,C,300,FA2004,18,inst143
session3719,C,300,FA2004,16,inst141
session3720,b,100,SP2005,31,inst401
session3722,b,200,SP2005,14,inst402
session3724,b,300,FA2004,17,inst402
session3725,S,100,FA2004,18,inst317
session3726,t,100,SP2005,16,inst490
session3729,t,200,SP2005,14,inst134
session3730,t,400,SP2005,10,inst311
session3731,p,100,SP2005,13,inst514
session3734,O,300,SP2005,18,inst302
session3735,V,100,SP2005,17,inst359
session3736,V,100,SP2005,20,inst360
session3737,V,100,SP2005,15,inst214
session3741,V,200,SP2005,15,inst364
session3742,V,300,SP2005,13,inst135
session3743,V,300,SP2005,10,inst367
session3744,V,400,SP2005,10,inst362
session3745,V,400,SP2005,11,inst360
session3746,V,400,SP2005,13,inst358
session3747,V,400,SP2005,14,inst135
session3748,d,100,FA2004,27,inst237
session3749,K,300,FA2004,15,inst236
session3751,e,100,FA2004,14,inst429
session3753,k,100,FA2004,23,inst230
session3754,V,100,FA2004,15,inst214
session3755,B,100,SP2005,10,inst130
session3756,B,100,SP2005,14,inst130
session3758,m,300,FA2004,18,inst492
session3759,U,200,SP2005,18,inst351
session3760,U,300,SP2005,22,inst137
session3762,U,400,SP2005,20,inst220
session3763,U,100,SP2005,17,inst222
session3764,C,200,SP2005,16,inst145
session3765,C,100,SP2005,17,inst141
session3766,p,200,FA2004,11,inst353
session3767,X,200,SP2005,11,inst315
session3768,X,300,SP2005,19,inst389
session3769,e,100,SP2005,35,inst254
session3770,e,100,SP2005,11,inst425
session3772,k,200,SP2005,16,inst230
session3773,j,400,SP2005,12,inst453
session3776,e,100,SP2005,11,inst431
session3777,V,300,SP2005,14,inst362
session3778,d,100,SP2005,26,inst237
session3779,R,200,FA2004,17,inst318
session3780,k,200,FA2004,21,inst463
session3781,m,200,FA2004,17,inst494
session3782,R,400,FA2004,16,inst334
session3783,k,300,FA2004,22,inst465
session3784,k,200,FA2004,21,inst465
session3785,e,200,SP2005,15,inst427
session3786,P,100,SP2005,29,inst183
session3787,k,200,SP2005,15,inst469
session3790,e,100,FA2004,15,inst432
session3791,p,200,FA2004,25,inst516
session3792,X,400,FA2004,14,inst389
session3793,n,200,FA2004,11,inst132
session3794,n,200,FA2004,16,inst132
session3795,n,200,SP2005,12,inst132
session3796,n,100,SP2005,17,inst132
session3797,k,300,SP2005,28,inst465
session3798,E,100,FA2004,13,inst171
session3799,E,100,FA2004,11,inst173
session3800,V,200,FA2004,19,inst155
session3801,D,200,FA2004,10,inst165
session3804,j,200,S12004,64,inst447
session3805,j,200,S22004,63,inst447
session3806,p,200,SP2005,19,inst511
session3807,R,200,SP2005,30,inst335
session3808,m,200,SP2005,14,inst485
session3809,m,300,SP2005,11,inst480
session3810,C,300,SP2005,17,inst143
session3811,Y,200,SP2005,20,inst169
session3812,n,300,SP2005,17,inst136
session3813,D,200,SP2005,16,inst158
session3814,W,200,SP2005,18,inst372
session3816,O,200,SP2005,13,inst292
session3817,O,300,SP2005,15,inst302
session3818,O,300,SP2005,15,inst303
session3819,O,400,SP2005,15,inst310
session3820,O,100,SP2005,15,inst299
session3821,B,300,SP2005,11,inst138
session3821,W,300,SP2005,24,inst138
session3822,k,200,SP2005,25,inst465
session3823,j,400,SP2005,12,inst241
session3824,i,300,SP2005,11,inst445
session3825,m,200,SP2005,13,inst480
session3826,k,300,SP2005,10,inst465
session3827,S,200,SP2005,14,inst317
session3829,k,600,SP2005,20,inst467
session3830,U,600,IT2005,12,inst345
session3831,D,100,SP2005,30,inst151
session3832,V,600,SP2005,12,inst135
