sid,grade,sessionID
S31800,A-,session2204
S31800,B+,session2292
S31800,B+,session2340
S31800,A-,session2496
S31800,A,session2542
S31800,A-,session2553
S31800,A-,session2619
S31800,A-,session2776
S31800,A,session2921
S31800,A-,session2928
S31800,A-,session3074
S31803,A-,session2102
S31803,C+,session2204
S31803,B-,session2298
S31803,A-,session2544
S31803,S,session2783
S31803,A,session2805
S31803,A-,session2855
S31803,A,session3090
S31803,A-,session3324
S31803,S,session3601
S31803,B+,session3682
S31803,A-,session3711
S31806,B,session2135
S31806,A,session2140
S31806,B+,session2285
S31806,A-,session2386
S31806,B,session2502
S31806,A-,session2585
S31806,NC,session2984
S31806,B,session3123
S31806,A-,session3202
S31806,A,session3306
S31806,B+,session3412
S31806,B-,session3413
S31809,B+,session2173
S31809,A-,session2192
S31809,A-,session2266
S31809,B,session2319
S31809,A-,session2415
S31809,B-,session2532
S31809,B+,session2548
S31809,A,session2693
S31809,A,session2764
S31809,A-,session3529
S31809,B-,session3590
S31809,S,session3672
S31809,B,session3710
S31809,A-,session3758
S31812,A,session2199
S31812,B,session2319
S31812,A-,session2338
S31812,A,session2428
S31812,A-,session2449
S31812,B,session2657
S31812,B,session2951
S31812,C+,session3421
S31812,B+,session3671
S31812,B+,session3780
S31812,B,session3792
S31815,A-,session2045
S31815,B,session2140
S31815,B-,session2225
S31815,C,session2242
S31815,B,session2643
S31815,B,session2677
S31815,B+,session3130
S31815,B,session3142
S31815,A-,session3201
S31815,B+,session3298
S31815,A-,session3477
S31815,B,session3674
S31815,A,session3675
S31815,A-,session3797
S31818,C,session2151
S31818,B+,session2183
S31818,B+,session2226
S31818,A,session2329
S31818,A,session2536
S31818,S,session2557
S31818,B+,session2582
S31818,B+,session2927
S31818,A-,session3020
S31818,B-,session3665
S31818,B+,session3762
S31821,A-,session2007
S31821,B,session2018
S31821,A,session2088
S31821,A-,session2114
S31821,B+,session2173
S31821,B,session2233
S31821,A-,session2452
S31821,B+,session2532
S31821,A-,session2580
S31821,B+,session2613
S31821,B,session2885
S31821,A,session2919
S31821,S,session2954
S31821,B+,session3112
S31821,A,session3542
S31821,A-,session3550
S31821,B+,session3647
S31824,B+,session2096
S31824,A-,session2271
S31824,B,session2345
S31824,A-,session2378
S31824,C-,session2546
S31824,C-,session2646
S31824,A-,session2935
S31824,B,session3047
S31824,B,session3083
S31824,B+,session3172
S31824,S,session3293
S31824,B,session3625
S31824,A,session3795
S31827,B+,session1958
S31827,A-,session2014
S31827,B,session2191
S31827,B+,session2256
S31827,B+,session2392
S31827,B,session2486
S31827,A-,session2491
S31827,S,session2562
S31827,C+,session2714
S31827,B,session2771
S31827,S,session3311
S31827,A-,session3497
S31827,A,session3642
S31827,A,session3643
S31827,A,session3643
S31830,A-,session2045
S31830,B+,session2269
S31830,A-,session2467
S31830,A-,session2550
S31830,A-,session2563
S31830,B-,session2759
S31830,A,session2843
S31830,B-,session2920
S31830,A,session3080
S31830,A,session3081
S31830,B+,session3316
S31830,A-,session3432
S31830,S,session3573
S31830,A,session3703
S31830,A-,session3704
S31833,C,session2023
S31833,C+,session2225
S31833,B,session2324
S31833,B-,session2460
S31833,C+,session2634
S31833,S,session2686
S31833,C,session2689
S31833,B+,session2993
S31833,A,session3248
S31833,B+,session3524
S31833,B+,session3532
S31833,B+,session3706
S31833,B+,session3736
S31836,B-,session2001
S31836,B,session2082
S31836,A,session2115
S31836,A,session2265
S31836,B,session2349
S31836,B+,session2526
S31836,B+,session2546
S31836,NC,session2649
S31836,B+,session2651
S31836,B+,session2757
S31836,A-,session2870
S31836,A-,session2990
S31836,A,session3193
S31836,A-,session3532
S31836,S,session3612
S31836,A,session3719
S31839,S,session2263
S31839,B-,session2333
S31839,S,session2411
S31839,B,session2431
S31839,B+,session2461
S31839,A,session2689
S31839,S,session2743
S31839,S,session2956
S31839,S,session3403
S31839,A-,session3418
S31839,A-,session3460
S31839,A-,session3612
S31839,A-,session3663
S31839,B+,session3677
S31842,C,session1978
S31842,B-,session2000
S31842,B+,session2102
S31842,B+,session2207
S31842,B+,session2261
S31842,B-,session2485
S31842,C,session2602
S31842,B,session3146
S31842,B,session3213
S31842,B-,session3214
S31842,B+,session3495
S31842,B-,session3503
S31842,A,session3643
S31842,A,session3685
S31842,A,session3749
S31845,B,session1954
S31845,B,session1964
S31845,B+,session1996
S31845,B+,session1998
S31845,B+,session2138
S31845,C+,session2443
S31845,A-,session2696
S31845,B,session2858
S31845,B+,session2952
S31845,B+,session3140
S31845,B,session3323
S31845,A,session3831
S31848,B,session2046
S31848,B-,session2174
S31848,B,session2321
S31848,B+,session2333
S31848,A-,session2475
S31848,B,session2514
S31848,B,session2696
S31848,B+,session2767
S31848,A-,session2879
S31848,A,session2891
S31848,A,session3118
S31848,B-,session3119
S31848,A,session3321
S31848,A-,session3352
S31848,C+,session3400
S31848,B-,session3410
S31848,A,session3810
S31851,B-,session2096
S31851,B,session2250
S31851,S,session2269
S31851,B+,session2373
S31851,A,session2385
S31851,B+,session2602
S31851,B,session2717
S31851,B+,session2758
S31851,S,session2811
S31851,B,session3123
S31851,B+,session3236
S31851,A-,session3570
S31851,B,session3672
S31851,B,session3683
S31854,A-,session2031
S31854,B+,session2178
S31854,A-,session2204
S31854,A,session2267
S31854,B,session2298
S31854,A-,session2658
S31854,A,session2747
S31854,S,session2765
S31854,S,session2796
S31854,B,session2902
S31854,B,session2904
S31854,A-,session3352
S31854,B-,session3762
S31854,A,session3832
S31857,C+,session1967
S31857,B,session2207
S31857,B-,session2213
S31857,C,session2447
S31857,B-,session2875
S31857,B-,session2952
S31857,C-,session3019
S31857,B+,session3454
S31857,B+,session3486
S31857,A,session3553
S31857,A-,session3751
S31860,A,session2030
S31860,A-,session2131
S31860,B,session2235
S31860,A-,session2267
S31860,A-,session2388
S31860,A,session2391
S31860,B+,session2504
S31860,A,session2845
S31860,A,session2983
S31860,A,session3083
S31860,A-,session3299
S31860,A,session3465
S31860,A-,session3693
S31860,A-,session3821
S31863,B-,session2016
S31863,A,session2046
S31863,A-,session2320
S31863,B-,session2333
S31863,A-,session2492
S31863,B+,session2600
S31863,A-,session2682
S31863,A-,session2949
S31863,A-,session3089
S31863,B+,session3414
S31863,A,session3793
S31866,A,session2006
S31866,B+,session2173
S31866,A-,session2298
S31866,A,session2321
S31866,A-,session2514
S31866,B+,session2532
S31866,A,session2540
S31866,B+,session2767
S31866,A,session2891
S31866,B+,session2892
S31866,S,session3093
S31866,A,session3302
S31866,A-,session3400
S31866,A,session3410
S31869,A-,session2114
S31869,B-,session2148
S31869,A,session2161
S31869,A,session2164
S31869,C,session2263
S31869,A,session2316
S31869,A,session2344
S31869,S,session2411
S31869,A,session2429
S31869,A,session2606
S31869,S,session2765
S31869,B+,session3380
S31869,A,session3461
S31869,B+,session3821
S31872,A-,session2192
S31872,A-,session2242
S31872,A-,session2428
S31872,A,session2534
S31872,A,session2541
S31872,B-,session2628
S31872,A,session2891
S31872,B,session2892
S31872,A,session2969
S31872,A-,session3052
S31872,A,session3118
S31872,A,session3119
S31872,A-,session3226
S31872,B,session3385
S31872,A,session3611
S31872,C,session3618
S31872,A,session3619
S31875,A,session1999
S31875,A-,session2100
S31875,A,session2348
S31875,A,session2457
S31875,A,session2463
S31875,A,session2586
S31875,A,session2674
S31875,A,session2713
S31875,A,session3008
S31875,A,session3303
S31875,A-,session3453
S31875,A-,session3518
S31875,A-,session3597
S31878,C,session2002
S31878,B+,session2051
S31878,A-,session2076
S31878,A,session2206
S31878,B+,session2252
S31878,B,session2352
S31878,A-,session2534
S31878,C+,session2915
S31878,C,session2932
S31878,S,session3060
S31878,S,session3161
S31878,S,session3431
S31878,C+,session3782
S31881,A-,session2032
S31881,A-,session2091
S31881,A-,session2121
S31881,B+,session2238
S31881,B+,session2289
S31881,A,session2417
S31881,A-,session2476
S31881,A,session2649
S31881,B+,session2749
S31881,A-,session2847
S31881,A-,session2948
S31881,A,session3754
S31884,A,session2066
S31884,A-,session2131
S31884,A,session2204
S31884,A,session2225
S31884,A-,session2285
S31884,A,session2462
S31884,A,session2571
S31884,B+,session2639
S31884,A,session2848
S31884,A,session2923
S31884,A,session3142
S31884,A-,session3549
S31887,A-,session2085
S31887,A,session2131
S31887,A,session2179
S31887,B+,session2221
S31887,S,session2335
S31887,A,session2348
S31887,B,session2432
S31887,B,session2529
S31887,B,session2611
S31887,B,session2883
S31887,A,session2935
S31887,B,session3167
S31887,A,session3207
S31887,A,session3398
S31887,A-,session3399
S31887,S,session3403
S31887,A-,session3779
S31890,B,session2067
S31890,B,session2067
S31890,A-,session2119
S31890,A-,session2204
S31890,A,session2420
S31890,A-,session2426
S31890,A,session2549
S31890,B+,session2586
S31890,A,session2757
S31890,A,session2759
S31890,A,session2994
S31890,A,session2995
S31890,A,session3093
S31890,A,session3716
S31890,A,session3724
S31890,A,session3825
S31893,B,session2205
S31893,B+,session2269
S31893,B+,session2344
S31893,A-,session2386
S31893,A,session2617
S31893,B-,session2749
S31893,S,session2822
S31893,A-,session2861
S31893,A-,session2862
S31893,A-,session2862
S31893,C+,session3039
S31893,B+,session3103
S31893,A-,session3747
S31896,A-,session2101
S31896,B+,session2178
S31896,B+,session2236
S31896,B+,session2476
S31896,A,session2563
S31896,B+,session2655
S31896,B,session2913
S31896,S,session3016
S31896,B,session3140
S31896,B+,session3324
S31896,A,session3326
S31896,A-,session3536
S31896,B+,session3583
S31896,A-,session3710
S31896,A,session3829
S31899,B+,session1964
S31899,B+,session1998
S31899,A-,session2325
S31899,B+,session2410
S31899,B,session2502
S31899,C+,session2650
S31899,B+,session2748
S31899,A-,session2789
S31899,A,session3633
S31899,B+,session3791
S31899,B+,session3792
S31902,B+,session1963
S31902,B,session2191
S31902,A-,session2362
S31902,C,session2649
S31902,S,session2744
S31902,S,session2956
S31902,B+,session2963
S31902,C,session3137
S31902,C-,session3139
S31902,B,session3241
S31902,C,session3313
S31902,B,session3481
S31902,A-,session3557
S31902,B+,session3605
S31902,B,session3717
S31902,B+,session3814
S31905,B+,session1978
S31905,A,session2044
S31905,B+,session2104
S31905,A,session2156
S31905,A,session2361
S31905,A,session2426
S31905,A,session2713
S31905,A,session2789
S31905,S,session3489
S31905,S,session3489
S31905,A,session3689
S31905,A,session3780
S31905,A,session3792
S31908,A-,session2046
S31908,A-,session2229
S31908,A,session2344
S31908,A,session2428
S31908,C+,session2433
S31908,C,session2532
S31908,C-,session2628
S31908,A-,session2850
S31908,A-,session2879
S31908,C,session2883
S31908,A-,session3257
S31908,B,session3264
S31908,B-,session3366
S31908,A-,session3554
S31908,A-,session3610
S31908,S,session3615
S31911,A,session1962
S31911,A,session2003
S31911,A,session2436
S31911,A,session2655
S31911,A,session2696
S31911,A,session2913
S31911,A-,session2970
S31911,A,session3205
S31911,A,session3497
S31911,A-,session3624
S31911,A,session3643
S31914,A-,session1967
S31914,A,session2018
S31914,A-,session2044
S31914,A-,session2127
S31914,B+,session2514
S31914,B+,session2532
S31914,B,session2548
S31914,B,session2611
S31914,A-,session3107
S31914,B,session3119
S31914,B-,session3400
S31914,A,session3407
S31914,A-,session3524
S31914,S,session3703
S31917,A-,session2006
S31917,C,session2021
S31917,C+,session2231
S31917,B,session2444
S31917,B,session2496
S31917,S,session2511
S31917,B+,session2680
S31917,B,session2871
S31917,C+,session2923
S31917,A-,session2980
S31917,B,session3138
S31917,B-,session3140
S31917,B,session3427
S31917,B+,session3464
S31917,B,session3583
S31917,A,session3600
S31920,D+,session2145
S31920,A,session2211
S31920,B-,session2288
S31920,C-,session2321
S31920,B,session2425
S31920,B-,session2710
S31920,B+,session2763
S31920,D-,session2834
S31920,A,session2873
S31920,A-,session2875
S31920,B+,session3017
S31920,NC,session3094
S31920,B-,session3278
S31920,C-,session3382
S31920,B,session3810
S31920,C,session3821
S31923,B+,session2254
S31923,B+,session2346
S31923,A-,session2364
S31923,A,session2548
S31923,B,session2641
S31923,B,session2757
S31923,A,session2795
S31923,B+,session2990
S31923,A,session3005
S31923,A,session3395
S31923,A,session3529
S31923,B+,session3531
S31923,A,session3707
S31923,A-,session3766
S31926,B+,session1968
S31926,B,session2033
S31926,B,session2192
S31926,B-,session2540
S31926,B+,session2660
S31926,C,session2668
S31926,A-,session2832
S31926,C-,session2984
S31926,B+,session3150
S31926,B,session3182
S31926,A-,session3687
S31926,A,session3795
S31929,A-,session2178
S31929,A-,session2213
S31929,A-,session2249
S31929,A-,session2400
S31929,S,session2413
S31929,B-,session2658
S31929,A-,session2708
S31929,B-,session2893
S31929,B+,session3013
S31929,S,session3049
S31929,B+,session3414
S31929,NC,session3512
S31929,A,session3513
S31929,A,session3692
S31929,B+,session3797
S31932,B-,session2076
S31932,C+,session2159
S31932,B+,session2428
S31932,B+,session2604
S31932,C-,session2658
S31932,B,session2817
S31932,A,session2833
S31932,B-,session3024
S31932,B-,session3380
S31932,S,session3431
S31932,B+,session3553
S31932,B+,session3557
S31932,B,session3697
S31932,C,session3724
S31935,B-,session2067
S31935,B-,session2067
S31935,B,session2159
S31935,B+,session2577
S31935,A,session2623
S31935,A,session2814
S31935,B-,session2941
S31935,B+,session3047
S31935,B+,session3430
S31935,B+,session3430
S31935,S,session3628
S31935,B+,session3665
S31935,S,session3811
S31938,A-,session1985
S31938,A,session2222
S31938,A,session2326
S31938,A,session2455
S31938,A-,session2496
S31938,A,session2497
S31938,A,session2659
S31938,A,session2684
S31938,S,session2686
S31941,A-,session2102
S31941,B+,session2225
S31941,A-,session2464
S31941,A-,session2574
S31941,B+,session2635
S31941,A-,session2639
S31941,B+,session2641
S31941,A,session3131
S31941,A,session3395
S31941,B+,session3547
S31941,A,session3760
S31944,A-,session1952
S31944,A,session2091
S31944,B,session2174
S31944,A,session2191
S31944,A,session2295
S31944,A-,session2313
S31944,C,session2530
S31944,S,session2560
S31944,C-,session2626
S31944,C,session2890
S31944,C,session2960
S31944,C+,session3052
S31944,A,session3158
S31944,B+,session3401
S31944,S,session3403
S31944,A-,session3452
S31944,A,session3614
S31947,B,session1977
S31947,A,session2001
S31947,A,session2096
S31947,A,session2278
S31947,A,session2514
S31947,A-,session2529
S31947,B+,session2871
S31947,A-,session2881
S31947,B+,session2890
S31947,A,session3054
S31947,B+,session3117
S31947,A-,session3228
S31947,A,session3240
S31947,A-,session3400
S31947,A,session3650
S31947,A,session3668
S31947,A,session3669
S31950,A-,session2085
S31950,B+,session2135
S31950,B+,session2151
S31950,A,session2337
S31950,A-,session2431
S31950,A,session2533
S31950,A-,session2596
S31950,B+,session2949
S31950,A,session3318
S31950,B+,session3510
S31950,A,session3695
S31950,S,session3737
S31953,A-,session2146
S31953,C+,session2149
S31953,B,session2159
S31953,B+,session2246
S31953,A-,session2254
S31953,A,session2390
S31953,A-,session2491
S31953,S,session2881
S31953,A-,session2905
S31953,A,session3395
S31953,B+,session3716
S31956,A,session2112
S31956,A-,session2201
S31956,A,session2270
S31956,A,session2318
S31956,A-,session2330
S31956,A-,session2420
S31956,A-,session2504
S31956,A,session2546
S31956,A-,session2750
S31956,B+,session2848
S31956,A,session2861
S31956,A,session2998
S31956,A,session3477
S31956,A-,session3521
S31959,A-,session1962
S31959,A,session2191
S31959,B+,session2216
S31959,A-,session2440
S31959,A-,session2544
S31959,S,session2557
S31959,A,session2830
S31959,A,session2831
S31959,S,session3050
S31959,B-,session3132
S31959,B+,session3139
S31959,A,session3217
S31959,A,session3336
S31959,B+,session3422
S31959,B,session3582
S31962,A-,session2076
S31962,A,session2359
S31962,A,session2461
S31962,B,session2550
S31962,S,session2816
S31962,B,session2868
S31962,B,session2876
S31962,B-,session3380
S31962,B+,session3382
S31962,S,session3492
S31962,A,session3553
S31962,C-,session3674
S31962,S,session3700
S31962,B,session3821
S31965,A,session1951
S31965,B+,session2001
S31965,A,session2031
S31965,A-,session2257
S31965,B+,session2677
S31965,A-,session2713
S31965,B+,session2793
S31965,A-,session2794
S31965,B+,session3066
S31965,A-,session3298
S31965,A-,session3657
S31968,B,session1969
S31968,B+,session1978
S31968,B+,session2053
S31968,A-,session2210
S31968,B+,session2354
S31968,C,session2485
S31968,A-,session2624
S31968,A-,session2707
S31968,B+,session2708
S31968,A-,session3000
S31968,A,session3104
S31968,A-,session3219
S31968,B+,session3336
S31968,B+,session3586
S31968,NC,session3643
S31971,B-,session1978
S31971,A,session2006
S31971,A,session2171
S31971,A,session2428
S31971,A,session2437
S31971,A-,session2445
S31971,A,session2651
S31971,S,session2765
S31971,B,session2913
S31971,AU,session2961
S31971,A,session3203
S31971,A-,session3639
S31971,S,session3700
S31974,A-,session2007
S31974,B,session2289
S31974,B-,session2321
S31974,A-,session2514
S31974,B+,session2532
S31974,A-,session2546
S31974,B,session2611
S31974,B,session2628
S31974,B-,session2767
S31974,A,session2853
S31974,B,session2883
S31974,A,session2892
S31974,B,session3119
S31974,A,session3193
S31974,B-,session3401
S31974,A,session3614
S31977,A-,session2058
S31977,C-,session2225
S31977,D-,session2282
S31977,B+,session2336
S31977,B,session2407
S31977,B-,session2461
S31977,C+,session2643
S31977,C-,session2769
S31977,A-,session3129
S31977,C+,session3418
S31977,B,session3759
S31977,B-,session3762
S31977,B+,session3816
S31980,A-,session2024
S31980,AU,session2150
S31980,A,session2160
S31980,A-,session2394
S31980,A-,session2450
S31980,A-,session2603
S31980,A,session2982
S31980,A,session3291
S31980,A,session3292
S31980,S,session3426
S31980,A,session3486
S31980,A-,session3592
S31980,A,session3748
S31983,A,session2061
S31983,A,session2078
S31983,A,session2166
S31983,A,session2177
S31983,S,session2335
S31983,A,session2533
S31983,A,session2536
S31983,A,session2662
S31983,A,session2665
S31983,A-,session3174
S31983,A-,session3616
S31986,B-,session2023
S31986,B+,session2032
S31986,B,session2077
S31986,B,session2535
S31986,S,session2559
S31986,A,session2678
S31986,A-,session2826
S31986,A,session2838
S31986,A,session3090
S31986,A,session3303
S31986,B+,session3665
S31986,B,session3763
S31986,A-,session3797
S31989,B+,session1950
S31989,C,session1963
S31989,B+,session1992
S31989,A-,session2136
S31989,A,session2500
S31989,B+,session2559
S31989,S,session2785
S31989,A-,session3130
S31989,A,session3307
S31989,A,session3362
S31989,A-,session3797
S31992,C+,session1965
S31992,B,session2006
S31992,B+,session2107
S31992,B,session2289
S31992,A,session2290
S31992,B+,session2342
S31992,A,session2520
S31992,B-,session2611
S31992,A-,session2617
S31992,A-,session2855
S31992,B-,session3399
S31992,S,session3403
S31992,B,session3813
S31995,A,session1996
S31995,A,session2008
S31995,A,session2031
S31995,A,session2208
S31995,A,session2439
S31995,A-,session2566
S31995,A,session2797
S31995,S,session3623
S31995,A-,session3716
S31998,A,session2066
S31998,B+,session2140
S31998,B+,session2166
S31998,B,session2230
S31998,A,session2518
S31998,A-,session2774
S31998,A-,session2821
S31998,B+,session2854
S31998,A,session2863
S31998,A-,session3103
S31998,B,session3387
S31998,A,session3394
S31998,A,session3565
S32001,B+,session1998
S32001,A,session2123
S32001,B,session2139
S32001,B+,session2205
S32001,A,session2409
S32001,B,session2548
S32001,A,session3082
S32001,A-,session3291
S32001,A,session3376
S32001,A-,session3377
S32001,A-,session3549
S32001,A,session3744
S32001,AU,session3754
S32004,B,session1987
S32004,A-,session2032
S32004,A-,session2103
S32004,B-,session2352
S32004,S,session2763
S32004,B,session2848
S32004,A-,session2849
S32004,A-,session2937
S32004,B+,session2979
S32004,A-,session3084
S32004,A-,session3304
S32004,B,session3479
S32004,B+,session3518
S32004,B+,session3676
S32004,A,session3826
S32007,A-,session2088
S32007,A-,session2205
S32007,B,session2405
S32007,B,session2447
S32007,B+,session2508
S32007,B+,session2688
S32007,A-,session2720
S32007,A-,session2721
S32007,A,session3028
S32007,B+,session3235
S32007,B+,session3285
S32007,A,session3558
S32007,B+,session3742
S32010,A-,session2021
S32010,B+,session2030
S32010,A-,session2237
S32010,A,session2376
S32010,A,session2391
S32010,A,session2684
S32010,A,session2840
S32010,A,session2936
S32010,A,session3170
S32010,S,session3203
S32010,A,session3314
S32010,A-,session3487
S32010,A,session3627
S32013,B,session1963
S32013,A,session2045
S32013,A,session2129
S32013,B,session2194
S32013,A-,session2265
S32013,B,session2289
S32013,A,session2533
S32013,A-,session2749
S32013,B+,session2825
S32013,B+,session3419
S32016,A-,session2017
S32016,A,session2090
S32016,A-,session2204
S32016,A,session2214
S32016,A-,session2344
S32016,A-,session2399
S32016,A,session2543
S32016,B,session2646
S32016,A,session3082
S32016,A-,session3251
S32016,S,session3269
S32016,S,session3369
S32016,B+,session3386
S32016,B+,session3535
S32019,C-,session1965
S32019,S,session1989
S32019,NC,session2022
S32019,B,session2205
S32019,B-,session2226
S32019,B,session2440
S32019,S,session2465
S32019,B+,session2473
S32019,C+,session2479
S32019,A-,session2693
S32019,B,session2695
S32019,A,session2853
S32019,B,session3354
S32019,B-,session3582
S32019,B-,session3700
S32019,A-,session3769
S32022,C-,session2089
S32022,C+,session2142
S32022,D,session2512
S32022,D-,session2546
S32022,B+,session2591
S32022,C+,session2983
S32022,B,session3047
S32022,B+,session3049
S32022,B-,session3165
S32022,B+,session3307
S32022,B-,session3520
S32022,B-,session3594
S32022,A-,session3696
S32022,A,session3798
S32025,B+,session2046
S32025,B+,session2168
S32025,A-,session2243
S32025,A-,session2379
S32025,A-,session2388
S32025,A-,session2494
S32025,B+,session2862
S32025,A,session2863
S32025,S,session2956
S32025,B+,session3389
S32025,B+,session3524
S32025,A,session3565
S32028,B,session1970
S32028,B+,session2023
S32028,B+,session2139
S32028,B+,session2228
S32028,S,session2288
S32028,B,session2445
S32028,A,session2491
S32028,A,session2800
S32028,A,session2947
S32028,A,session3536
S32028,S,session3725
S32031,A,session1966
S32031,A,session1977
S32031,A,session2369
S32031,A-,session2437
S32031,A,session2444
S32031,A,session2485
S32031,A-,session2912
S32031,B,session2975
S32031,A,session3215
S32031,A-,session3429
S32031,S,session3464
S32031,A-,session3643
S32031,B+,session3749
S32034,C+,session1970
S32034,B,session2024
S32034,B-,session2192
S32034,B,session2212
S32034,B-,session2473
S32034,A-,session2541
S32034,A,session2669
S32034,B-,session2746
S32034,A-,session3038
S32034,B,session3043
S32034,C+,session3179
S32034,B+,session3323
S32034,C+,session3354
S32034,A-,session3477
S32034,B+,session3747
S32034,B+,session3820
S32034,A-,session3821
S32037,B+,session2148
S32037,A,session2231
S32037,B,session2319
S32037,B,session2329
S32037,B,session2468
S32037,C+,session2628
S32037,B-,session2767
S32037,A,session3118
S32037,B,session3204
S32037,B+,session3299
S32037,A,session3407
S32037,B+,session3409
S32037,B-,session3410
S32037,S,session3414
S32037,A,session3619
S32037,B+,session3710
S32040,A-,session2038
S32040,B+,session2205
S32040,B,session2235
S32040,A,session2342
S32040,B+,session2421
S32040,B,session2451
S32040,S,session2534
S32040,A-,session2874
S32040,B+,session3040
S32040,A-,session3299
S32040,A,session3386
S32040,A,session3744
S32043,A,session2082
S32043,A-,session2087
S32043,A,session2242
S32043,B+,session2255
S32043,A,session2461
S32043,A,session2581
S32043,A,session2725
S32043,A,session2726
S32043,A-,session2848
S32043,B+,session3007
S32043,B,session3172
S32043,S,session3609
S32046,C+,session1963
S32046,C,session2002
S32046,B,session2017
S32046,C+,session2067
S32046,B-,session2320
S32046,A-,session2326
S32046,C,session2532
S32046,C-,session2628
S32046,A-,session2709
S32046,B+,session2801
S32046,B,session2965
S32046,A,session3167
S32046,A-,session3296
S32046,B+,session3401
S32046,B+,session3446
S32046,A,session3614
S32049,B+,session2044
S32049,B,session2193
S32049,B,session2225
S32049,B,session2548
S32049,A-,session2569
S32049,A-,session2573
S32049,B+,session2796
S32049,B+,session2798
S32049,A-,session3131
S32049,B+,session3290
S32049,A,session3430
S32049,B+,session3543
S32049,B,session3785
S32052,A,session2379
S32052,A,session2473
S32052,A-,session2564
S32052,A,session2703
S32052,A,session2704
S32052,A,session3083
S32052,A,session3169
S32052,A,session3350
S32052,A,session3503
S32052,A-,session3626
S32052,A-,session3643
S32055,A,session2003
S32055,A,session2022
S32055,A,session2320
S32055,A,session2437
S32055,A,session2475
S32055,A,session2532
S32055,A,session2696
S32055,A,session2967
S32055,A,session3054
S32055,B+,session3200
S32055,A-,session3410
S32055,S,session3464
S32055,B+,session3502
S32055,A,session3619
S32055,A,session3649
S32055,A,session3668
S32058,A,session2053
S32058,A,session2205
S32058,A-,session2306
S32058,A-,session2506
S32058,B+,session2521
S32058,A,session2602
S32058,A,session2755
S32058,A-,session2952
S32058,A,session2979
S32058,B+,session3040
S32058,A-,session3046
S32058,A-,session3486
S32061,B,session2005
S32061,B,session2212
S32061,B+,session2223
S32061,A-,session2303
S32061,C+,session2336
S32061,A,session2468
S32061,A,session2485
S32061,A,session2704
S32061,A-,session2734
S32061,A-,session3172
S32061,A,session3215
S32061,S,session3270
S32061,B+,session3495
S32061,A-,session3544
S32061,A,session3643
S32061,B+,session3644
S32061,A,session3646
S32064,A-,session2035
S32064,A,session2160
S32064,A-,session2318
S32064,A-,session2380
S32064,A-,session2459
S32064,B+,session2818
S32064,B+,session3012
S32064,A-,session3046
S32064,A-,session3046
S32064,A,session3331
S32064,S,session3420
S32064,A-,session3434
S32064,S,session3489
S32064,A,session3549
S32064,A-,session3730
S32067,B,session1966
S32067,A-,session1975
S32067,B,session2004
S32067,B,session2191
S32067,A-,session2515
S32067,C,session2697
S32067,C+,session3019
S32067,B-,session3054
S32067,B,session3212
S32067,B,session3531
S32067,A-,session3601
S32067,B+,session3649
S32067,B+,session3668
S32067,A-,session3669
S32070,B+,session1961
S32070,A,session2058
S32070,A-,session2262
S32070,A,session2387
S32070,B+,session2412
S32070,A,session2608
S32070,B+,session2679
S32070,A-,session2826
S32070,A-,session2826
S32070,A,session3043
S32070,A-,session3299
S32070,A-,session3625
S32073,B,session1959
S32073,A-,session2198
S32073,A-,session2355
S32073,A,session2380
S32073,A-,session2562
S32073,A-,session2670
S32073,A,session2679
S32073,A-,session2777
S32073,A-,session3082
S32073,B+,session3448
S32073,A-,session3479
S32073,S,session3573
S32073,A-,session3821
S32076,S,session2113
S32076,B+,session2373
S32076,B,session2466
S32076,C,session2645
S32076,A-,session2832
S32076,C+,session2934
S32076,NC,session3068
S32076,B,session3464
S32076,C-,session3625
S32076,D,session3783
S32079,A,session2058
S32079,A-,session2305
S32079,A-,session2430
S32079,A-,session2457
S32079,A,session2793
S32079,AU,session2921
S32079,A,session3011
S32079,A-,session3380
S32079,B+,session3553
S32079,B-,session3726
S32079,S,session3790
S32082,A-,session2042
S32082,A-,session2210
S32082,B+,session2220
S32082,B-,session2425
S32082,B,session2641
S32082,B-,session2684
S32082,B+,session2757
S32082,C+,session2859
S32082,A-,session2872
S32082,B,session2878
S32082,C,session3093
S32082,B-,session3094
S32082,B+,session3304
S32082,A,session3352
S32085,B,session2179
S32085,C+,session2231
S32085,B-,session2250
S32085,A-,session2364
S32085,B+,session2541
S32085,B+,session2541
S32085,B+,session2572
S32085,S,session2742
S32085,A,session2770
S32085,B-,session3046
S32085,A-,session3048
S32085,B-,session3291
S32085,B-,session3506
S32085,B+,session3762
S32088,B-,session2021
S32088,B-,session2132
S32088,B,session2191
S32088,B-,session2475
S32088,A,session2526
S32088,A-,session2532
S32088,A,session2628
S32088,A-,session2766
S32088,A,session2861
S32088,A,session2872
S32088,A,session2879
S32088,A-,session3110
S32088,A-,session3193
S32088,S,session3403
S32088,B,session3437
S32088,S,session3615
S32091,A-,session2408
S32091,B+,session2447
S32091,C,session2654
S32091,A,session2845
S32091,C+,session2910
S32091,C,session2981
S32091,B+,session3036
S32091,A-,session3239
S32091,C+,session3332
S32091,C+,session3425
S32091,D,session3572
S32091,B-,session3636
S32091,B-,session3638
S32094,A,session2052
S32094,A-,session2339
S32094,B-,session2345
S32094,B+,session2447
S32094,A,session2448
S32094,A,session3046
